fertility,gdppc_maddison,hc,survival_65,telephone,urban,country
7.4556111111111125,796.9411764705883,1.1533197640666666,54.31290735,0.3889165694999999,16.25026315789474,Niger
5.4495000000000005,814.2941176470588,1.166978995066667,41.81924353333333,0.357003823631579,31.842684210526315,Mozambique
5.38861111111111,999.0588235294117,1.6742739916666667,43.32593622777778,0.6343788709473683,15.56405263157895,Malawi
5.3792777777777765,1042.4705882352941,1.2597521065333332,56.71315651111112,0.8446907263684209,17.257263157894737,Ethiopia
4.939611111111112,1244.0588235294117,1.750680017466667,52.76442343888888,1.1094923525789475,37.15784210526316,Togo
4.762388888888889,1252.8235294117646,1.5237377643333334,56.900357461111106,0.2720848945263158,16.793368421052634,Rwanda
6.554833333333333,1386.8235294117646,1.1997320254000001,51.17483115555556,0.7137162740526317,35.25705263157895,Mali
3.8671111111111105,1622.9411764705883,2.302137692666667,33.25420151666666,2.474818291789474,33.33331578947369,Zimbabwe
6.159166666666668,1625.8235294117646,1.8832724333333337,46.90107295555556,0.6095020574736841,19.028842105263163,Uganda
5.437388888888889,1855.8823529411766,1.5299661794,56.89779715555556,1.1746099249473685,42.6332105263158,Benin
3.407444444444445,2085.470588235294,2.0754820428,26.958128194444445,1.8341638885789477,24.106473684210528,Lesotho
5.075444444444444,2087.8823529411766,1.4127566814666668,63.86715830555556,2.255720414368421,43.44121052631579,Senegal
5.477666666666667,2774.3529411764707,2.2068546613333333,42.882028372222216,0.7248047609473685,38.93305263157894,Zambia
2.7235,4054.705882352941,1.9073182185333335,66.7382777111111,2.9003136679999995,30.666473684210526,India
4.1625,4287.705882352941,1.7452774763333332,67.57447713888888,2.5914399584210526,34.80242105263159,Pakistan
3.490388888888889,5096.882352941177,2.3212731996666665,78.05171682777778,16.944001272105265,53.49415789473685,Syrian Arab Republic
3.6343333333333336,6418.294117647059,1.7060949880666665,72.88327017222223,10.262509498473683,48.13442105263157,Guatemala
2.5815,6503.0,1.693981138866667,81.9194539222222,6.865462723526316,57.56578947368421,Morocco
2.8761666666666668,6778.882352941177,2.3031447251333335,75.53333993333334,5.539740707105264,58.825842105263156,Paraguay
2.2456111111111112,7281.117647058823,2.5617894014,78.97356848333332,12.281988408526317,53.62226315789473,Jamaica
3.607999999999999,7613.529411764706,2.1001785595999993,42.832209805555564,7.2369098822631575,40.78294736842105,Namibia
2.244944444444444,7808.235294117647,2.8835255781333333,81.12235518333335,11.416109141000002,18.29394736842105,Sri Lanka
2.4680555555555554,7902.588235294118,2.3210543631999996,71.30708416666667,8.086926450052633,48.905421052631574,Indonesia
2.1214444444444442,9806.823529411764,2.1262963056,82.46447671111112,10.884454623,66.3207894736842,Tunisia
2.1212222222222223,10745.411764705883,2.319655307133333,79.82607019444445,16.678590935263152,77.50473684210525,Colombia
3.6201666666666665,10858.176470588236,2.6885876815999996,79.7629989888889,7.7192392161052625,84.52536842105265,Jordan
2.5766666666666667,11085.529411764706,2.376598914466667,46.86830614444444,9.17234051063158,61.65163157894736,South Africa
1.968055555555556,11456.470588235294,2.5247154873333337,85.21548915,24.44874154736842,70.073,Costa Rica
1.711111111111111,11693.764705882353,2.771397701866667,81.64719801111109,48.33573392,32.212789473684204,Barbados
1.5656111111111113,12353.588235294117,2.453980859133333,76.64923809444444,9.14776063610526,41.632789473684205,Thailand
3.0642777777777783,12557.411764705883,2.646903181,48.731920377777776,7.527060764684211,61.01263157894737,Botswana
1.910111111111111,13341.058823529413,2.362683852533333,75.79376367777779,20.963291005789475,83.99194736842105,Brazil
2.4040000000000004,14833.470588235294,2.5492269515999997,78.63052727222222,16.605769578947367,77.48973684210526,Mexico
1.6672222222222222,15029.176470588236,2.4187616983333333,75.80767283888889,29.272922287894737,41.67821052631579,Mauritius
2.0654999999999997,15150.117647058823,2.570887645,81.26475490000001,30.044828972631578,93.99894736842107,Uruguay
2.2230000000000003,16205.411764705883,2.154811994266667,80.89025416111112,22.45057042631579,70.12936842105265,Turkey
2.381388888888889,17265.176470588234,2.8007111708,79.8646284611111,22.996659464210527,90.61473684210526,Argentina
