fertility,gdppc_maddison,hc,survival_65,telephone,urban,country
6.625,466.8,1.1168615698,35.792070540000005,0.27568303166666663,10.7242,Mozambique
8.352,797.1,1.1332114815999998,38.21182795,0.050285610499999994,3.9278999999999997,Rwanda
7.127900000000001,818.1,1.0223164439999999,35.464485509999996,0.15575790733333333,9.3821,Ethiopia
7.486199999999999,829.9,1.3332117557000003,36.00349878,0.17756602183333334,7.486099999999999,Malawi
5.7508,855.4,1.5768215536999999,47.742199299999996,0.1767912521666667,10.340900000000001,Lesotho
7.148899999999999,860.3,1.0339710474000001,26.67655158,0.056323093666666664,16.0923,Mali
7.6693,1143.8,1.0142676233,28.088073959999996,0.0771736165,11.1324,Niger
5.2365,1176.4,1.2242730498000003,44.10623931000001,0.2507811086666667,21.1866,India
7.103200000000001,1218.5,1.2057424425,43.36511416999999,0.177718728,7.005,Uganda
6.9007000000000005,1301.7,1.0892479777,37.86228946000001,0.17594642400000002,21.495399999999997,Benin
6.599000000000001,1934.3,1.2258233189999999,53.08160241,0.3261029186666667,26.2058,Pakistan
7.2635000000000005,1956.8,1.0702815294999997,36.32414193,0.2921256138333333,33.0564,Senegal
7.226000000000001,1991.3,1.1447646023,44.24818129,0.199987193,22.773199999999996,Togo
7.3521,2196.5,1.4527721763,55.10836726,1.3182660826666668,19.6124,Zimbabwe
3.8644000000000007,2262.4,2.0315007688,67.98853366,0.31074917583333334,18.0482,Sri Lanka
6.482900000000001,2583.3,1.3027389167999996,50.01102659000001,0.6308922831666667,11.6125,Botswana
5.0643,2630.8,1.4268396854,52.26732855,0.1730846895,19.1309,Indonesia
4.6024,2813.1,1.4897838235000003,58.821550579999986,0.546063787,23.503099999999996,Thailand
6.211000000000001,3018.7,1.1186227083,51.796346160000006,0.6939604718333333,37.406,Morocco
7.325,3116.6,1.4944907546000001,45.93595388999999,0.5550819786666666,34.512,Zambia
7.4475999999999996,3699.7,1.4061212181999998,62.22991647,1.8045857888333332,44.8906,Syrian Arab Republic
