fertility,gdppc_maddison,hc,survival_65,telephone,urban,country
6.005,387.5,1.1181672692,39.29588617,0.4009698211,27.1635,Mozambique
6.992799999999998,674.0,1.1251250268,41.9744124,0.26004230219999996,13.6542,Ethiopia
6.3393999999999995,699.1,1.3016304372999998,24.952777160000004,0.16153737049999997,9.3983,Rwanda
7.729699999999999,749.6,1.0841257335,43.440164839999994,0.1415536183,15.733500000000001,Niger
6.4134,847.8,1.4553561329,33.63062907,0.3373534999,13.0928,Malawi
7.061999999999999,994.5,1.1218328476,41.881665600000005,0.1950204746,25.3474,Mali
7.0159,1010.4,1.5563346981000001,29.602679759999994,0.1916136596,12.6955,Uganda
4.2604,1307.3,1.9102888466000003,45.116220760000004,0.8635031796,16.5773,Lesotho
5.7719000000000005,1392.4,1.5899902582999998,50.87346527,0.4997336647999999,30.503799999999995,Togo
6.3997,1557.2,1.3212841153,52.2822185,0.4514597895,36.507,Benin
5.9941,1745.5,1.2414605854999998,56.34151727,1.0075110359,39.5356,Senegal
3.6974999999999993,2032.7,1.6049960495,57.943558270000004,1.3055316450999999,26.504399999999997,India
6.2284999999999995,2106.3,2.0110538600999996,31.405603250000002,0.8434865638,37.34159999999999,Zambia
4.2203,2238.8,1.9524695040000002,34.707978090000005,1.4586717907,31.4184,Zimbabwe
5.7169,3356.3,1.4417933818999997,62.76630902000001,1.5291666506,31.7034,Pakistan
2.3271,4404.2,2.6649706602000003,72.00737742,1.4824658934000001,18.4655,Sri Lanka
3.3995000000000006,4480.6,1.421601248,69.46576682,3.6487548319000007,51.096500000000006,Morocco
4.631,5123.1,1.9315381764999997,77.97312142,6.381998595899999,50.0942,Syrian Arab Republic
5.103399999999999,5278.6,1.5713370203,64.38005686,3.1008300429,43.48969999999999,Guatemala
2.7637,5454.6,2.0225541115,65.26966187000001,1.6260572408999998,35.57430000000001,Indonesia
4.1359,5579.3,2.0810888290999996,71.73250258000002,3.638634362,51.771699999999996,Paraguay
4.6282000000000005,5685.6,2.0137394907,49.59291406000001,4.834803856800001,29.6188,Namibia
2.7456000000000005,6402.9,1.7161663413000003,76.54941469,5.7783539456,60.9006,Tunisia
2.7828000000000004,7499.5,2.4547956227,78.90487993999999,11.267081312299998,50.4981,Jamaica
4.7658,8095.9,2.2003376485999997,75.77107486999998,7.9138932095,76.8914,Jordan
2.882,8196.2,2.3368213655999996,82.85143768,13.827896047900001,54.0964,Costa Rica
1.8956000000000004,8212.8,2.1321812391000003,72.04593636000001,5.3878606622,30.193,Thailand
2.8741,8330.1,2.0273709296000004,74.14719538,11.3213533137,71.5337,Colombia
3.2744999999999997,8801.8,1.9867182373999999,56.17820024,9.9984703607,54.239700000000006,South Africa
3.874,9106.9,2.211490941,41.11692348,4.2387378480999995,48.24720000000001,Botswana
2.177,9413.9,2.1478060961,70.66640063,13.139472673899999,43.3459,Mauritius
1.7361999999999997,10028.3,2.6510461808000003,78.78512844,34.635769617,35.7513,Barbados
2.6208000000000005,10602.6,1.8533749104000001,68.80528855,8.871202845300001,77.2377,Brazil
2.3777,11798.9,2.7025590419,80.16912798,13.2238082115,84.41850000000001,Chile
2.8017000000000003,11896.5,1.8666491984,70.87614015,21.343885666,61.8223,Turkey
2.4075,11961.8,2.4071084738,77.46224079999999,19.355032721999997,90.3806,Uruguay
3.0822000000000003,12124.5,2.2854400157,75.4052043,8.9600627167,73.06210000000002,Mexico
3.2969,12351.7,2.4051171303,76.69973406,14.949035004899997,55.0827,Malaysia
2.7946,14177.1,2.6015658616,76.24699093000001,14.848726330099998,88.0371,Argentina
1.916,16164.1,2.6712602853,87.21384889,44.201557437,91.0544,Malta
1.3050000000000002,20242.5,2.6227870464,86.12499966,46.254531459000006,72.0526,Greece
1.492,20839.1,2.0670278191,81.83090821,34.341106688,50.788799999999995,Portugal
2.1363000000000003,20855.1,2.4139161585,86.81745003,52.446308852,67.8683,Cyprus
2.8671,21576.8,3.2195840597,85.56906638,43.119981286000005,90.7851,Israel
2.028,23857.0,3.2647212267,83.76074055000001,45.718155471,85.42890000000001,New Zealand
1.2200000000000002,24710.1,2.5310326814999997,85.60604064999998,37.139440177,75.8049,Spain
1.7830000000000001,26960.1,3.0364703656000005,83.07298060000001,54.72084797800001,80.774,Finland
2.133,26980.6,2.7205202819000003,87.08229372,57.211641973,91.5316,Iceland
